corrida;secao;acoatual;qualidade;al_min;c_min;c_max;n_min;s_min;sequencia;sequenciatotal;panela;vidapanela;tempociclo;tempovacuototal;temperaturaliquidus;temperaturasaidafp;temperaturaobjetivada
7513;180.0;AE30B644;B44BA138;0.01;0.44;0.47;0.01;0.06;3.0;7.0;5.0;38.0;7124.0;46.0;1482.0;1642;1532.0
7512;180.0;2D36D634;B44BA138;0.01;0.43;0.45;0.01;0.06;2.0;7.0;17.0;22.0;5256.0;46.0;1482.0;1640;1532.0
7511;180.0;50801AB0;7320E76A;0.02;0.52;0.54;0.0;0.02;1.0;7.0;4.0;27.0;1135.0;46.0;1481.0;1651;1526.0
7510;180.0;C933CB64;56FFE5DC;0.02;0.16;0.18;0.01;0.01;4.0;4.0;7.0;45.0;1148.0;39.0;1507.0;1637;1532.0
7509;180.0;6614A2F1;56FFE5DC;0.02;0.18;0.2;0.01;0.01;3.0;4.0;2.0;55.0;6987.0;39.0;1507.0;1639;1532.0
7508;180.0;CCAA97CD;56FFE5DC;0.02;0.17;0.2;0.01;0.01;2.0;4.0;5.0;37.0;6847.0;39.0;1507.0;1643;1532.0
7507;180.0;D8456D9F;56FFE5DC;0.02;0.15;0.17;0.01;0.01;1.0;4.0;17.0;21.0;4984.0;55.0;1507.0;1676;1532.0
7506;180.0;F347946D;F1291CB0;0.02;0.21;0.23;0.01;0.02;6.0;6.0;4.0;26.0;861.0;55.0;1506.0;1666;1546.0
7505;180.0;5A8851F5;F1291CB0;0.02;0.21;0.24;0.01;0.02;5.0;6.0;7.0;44.0;877.0;55.0;1506.0;1661;1546.0
7504;180.0;9B8D5F9A;F1291CB0;0.02;0.23;0.25;0.01;0.02;4.0;6.0;2.0;54.0;6717.0;55.0;1506.0;1666;1546.0
7503;180.0;EDF5A583;F1291CB0;0.02;0.18;0.2;0.01;0.02;3.0;6.0;5.0;36.0;6576.0;55.0;1506.0;1665;1546.0
7502;180.0;DA5B32DF;CC18C404;0.02;0.23;0.25;0.01;0.02;2.0;6.0;17.0;20.0;4716.0;46.0;1506.0;1674;1551.0
7501;180.0;9A130B83;CC18C404;0.02;0.2;0.22;0.01;0.02;1.0;6.0;4.0;25.0;593.0;55.0;1506.0;1684;1551.0
7500;180.0;51019BC1;07025389;0.02;0.32;0.35;0.01;0.02;7.0;7.0;7.0;43.0;596.0;46.0;1497.0;1658;1537.0
7499;180.0;5551D51D;07025389;0.02;0.28;0.31;0.01;0.01;6.0;7.0;2.0;53.0;6425.0;46.0;1497.0;1650;1537.0
7498;180.0;C0308B5B;07025389;0.02;0.26;0.28;0.01;0.01;5.0;7.0;5.0;35.0;6286.0;46.0;1497.0;1643;1537.0
7497;180.0;2A70BFD9;07025389;0.02;0.36;0.39;0.01;0.02;4.0;7.0;17.0;19.0;4423.0;46.0;1497.0;1655;1537.0
7496;180.0;BF320B89;07025389;0.02;0.27;0.3;0.01;0.01;3.0;7.0;4.0;24.0;297.0;46.0;1497.0;1660;1537.0
7495;180.0;B470CBF4;07025389;0.01;0.23;0.26;0.01;0.01;2.0;7.0;7.0;42.0;312.0;46.0;1497.0;1666;1537.0
7494;180.0;3556F99E;07025389;0.02;0.27;0.3;0.01;0.01;1.0;7.0;2.0;52.0;6138.0;57.0;1497.0;1679;1537.0
7493;180.0;B42BBF87;07025389;0.02;0.35;0.39;0.01;0.02;8.0;8.0;5.0;34.0;5999.0;44.0;1497.0;1646;1537.0
7492;180.0;1DDA852D;07025389;0.02;0.28;0.3;0.01;0.01;7.0;8.0;17.0;18.0;4133.0;46.0;1497.0;1653;1537.0
7491;180.0;570443E7;07025389;0.02;0.34;0.37;0.01;0.02;6.0;8.0;4.0;23.0;0.0;46.0;1497.0;1678;1537.0
7490;180.0;469C5DB3;07025389;0.02;0.34;0.37;0.01;0.02;5.0;8.0;7.0;41.0;0.0;46.0;1497.0;1674;1537.0
7489;180.0;EDE21144;07025389;0.02;0.36;0.4;0.01;0.02;4.0;8.0;2.0;51.0;5826.0;46.0;1497.0;1656;1537.0
7488;180.0;38446C56;07025389;0.02;0.34;0.38;0.01;0.02;3.0;8.0;5.0;33.0;5544.0;46.0;1497.0;1645;1537.0
7487;180.0;5C62B52E;07025389;0.02;0.28;0.31;0.01;0.01;2.0;8.0;17.0;17.0;3677.0;46.0;1497.0;1668;1537.0
7486;180.0;D0680443;A201F563;0.01;0.17;0.22;0.01;0.0;7.0;7.0;16.0;59.0;4590.0;46.0;1504.0;1661;1544.0
7485;180.0;6AE63486;76E5EEFF;0.02;0.18;0.21;0.01;0.01;6.0;7.0;4.0;22.0;3371.0;46.0;1504.0;1666;1549.0
7484;180.0;755447B4;163D1351;0.02;0.23;0.26;0.0;0.02;5.0;7.0;2.0;50.0;5409.0;51.0;1503.0;1664;1548.0
7483;180.0;0F5BB419;163D1351;0.02;0.17;0.19;0.0;0.02;4.0;7.0;5.0;32.0;5270.0;51.0;1503.0;1661;1548.0
7482;180.0;077D7542;163D1351;0.02;0.24;0.26;0.0;0.02;3.0;7.0;17.0;16.0;3402.0;51.0;1503.0;1659;1548.0
7481;180.0;2E254D98;163D1351;0.02;0.23;0.25;0.0;0.02;2.0;7.0;16.0;58.0;4312.0;51.0;1503.0;1664;1548.0
7480;180.0;85608ED1;163D1351;0.02;0.2;0.22;0.0;0.02;1.0;7.0;4.0;21.0;3097.0;55.0;1503.0;1688;1548.0
7479;180.0;F6AF7916;946866EE;0.03;0.23;0.28;0.01;0.02;7.0;7.0;2.0;49.0;5137.0;46.0;1501.0;1653;1536.0
7478;180.0;EBAB0328;1169CAE4;0.02;0.18;0.21;0.0;0.02;6.0;7.0;5.0;31.0;4996.0;46.0;1502.0;1667;1552.0
7477;180.0;1E11AF65;1169CAE4;0.02;0.18;0.21;0.0;0.02;5.0;7.0;17.0;15.0;3132.0;46.0;1502.0;1677;1552.0
7476;180.0;2E058886;1169CAE4;0.02;0.16;0.19;0.0;0.02;4.0;7.0;16.0;57.0;4034.0;46.0;1502.0;1668;1552.0
7475;180.0;497795BF;1169CAE4;0.02;0.18;0.21;0.0;0.02;3.0;7.0;4.0;20.0;2807.0;46.0;1502.0;1675;1552.0
7474;180.0;3826FC83;7732F1AA;0.02;0.21;0.25;0.01;0.03;2.0;7.0;2.0;48.0;4841.0;46.0;1500.0;1656;1540.0
7473;180.0;7E75BDDC;1F3F501C;0.02;0.17;0.19;0.01;0.01;1.0;7.0;5.0;30.0;4634.0;51.0;1503.0;1683;1543.0
7472;180.0;C5882330;E2EF030B;0.02;0.2;0.23;0.01;0.03;7.0;7.0;17.0;14.0;2763.0;46.0;1502.0;1658;1537.0
7471;180.0;C4AC74CD;D9D35C86;0.02;0.16;0.19;0.01;0.02;6.0;7.0;16.0;56.0;3677.0;46.0;1500.0;1662;1540.0
7470;180.0;C15E35E6;8C409667;0.02;0.15;0.17;0.01;0.0;5.0;7.0;4.0;19.0;2446.0;46.0;1504.0;1655;1539.0
7469;180.0;86B85C7C;8C409667;0.02;0.17;0.19;0.01;0.0;4.0;7.0;2.0;47.0;4481.0;46.0;1504.0;1654;1539.0
7468;180.0;808CFF28;8C409667;0.02;0.16;0.18;0.01;0.0;3.0;7.0;5.0;29.0;4323.0;46.0;1504.0;1651;1539.0
7467;180.0;083AA67D;8C409667;0.02;0.22;0.24;0.01;0.0;2.0;7.0;17.0;13.0;2450.0;46.0;1504.0;1659;1539.0
7466;180.0;894E2188;8C409667;0.02;0.18;0.2;0.01;0.0;1.0;7.0;16.0;55.0;3355.0;51.0;1504.0;1676;1539.0
7465;180.0;9A13014D;062C5EED;0.01;0.31;0.35;0.01;0.02;2.0;2.0;4.0;18.0;2061.0;46.0;1494.0;1665;1534.0
7464;180.0;97D412AC;140FBCCD;0.01;0.24;0.28;0.0;0.0;1.0;2.0;2.0;46.0;4098.0;46.0;1494.0;1673;1534.0
7463;180.0;00D9F2B8;0B13406F;0.02;0.63;0.68;0.0;0.0;7.0;7.0;5.0;28.0;3952.0;39.0;1480.0;1632;1520.0
7462;180.0;AB973AAD;0B13406F;0.01;0.57;0.61;0.0;0.0;6.0;7.0;17.0;12.0;2087.0;39.0;1480.0;1627;1520.0
7461;180.0;CB1901B6;0B13406F;0.01;0.48;0.52;0.0;0.0;5.0;7.0;16.0;54.0;3002.0;39.0;1480.0;1615;1520.0
7460;180.0;FCC350DC;D90699DC;0.02;0.32;0.35;0.01;0.02;4.0;7.0;4.0;17.0;1784.0;39.0;1495.0;1650;1540.0
7459;180.0;7F8418C7;D90699DC;0.02;0.24;0.27;0.0;0.02;3.0;7.0;2.0;45.0;3815.0;39.0;1495.0;1650;1540.0
7458;180.0;F45B44DF;D90699DC;0.02;0.34;0.37;0.01;0.02;2.0;7.0;5.0;27.0;3664.0;39.0;1495.0;1639;1540.0
7457;180.0;4785E69E;D90699DC;0.03;0.38;0.42;0.01;0.03;1.0;7.0;17.0;11.0;1797.0;46.0;1495.0;1669;1540.0
7456;180.0;8522E344;5A195F30;0.0;0.34;0.35;0.0;0.02;8.0;8.0;16.0;53.0;2713.0;46.0;1487.0;1654;1527.0
7455;180.0;BC715196;5A195F30;0.01;0.49;0.51;0.0;0.03;7.0;8.0;4.0;16.0;1499.0;46.0;1487.0;1650;1527.0
7454;180.0;427622E1;A38FF5CA;0.03;0.19;0.24;0.01;0.01;6.0;8.0;2.0;44.0;3544.0;46.0;1507.0;1675;1547.0
7453;180.0;9497BEFC;D927D5F2;0.02;0.16;0.18;0.01;0.02;5.0;8.0;5.0;26.0;3410.0;46.0;1507.0;1674;1552.0
7452;180.0;1A46850C;D927D5F2;0.02;0.13;0.15;0.01;0.02;4.0;8.0;17.0;10.0;1548.0;46.0;1507.0;1673;1552.0
7451;180.0;176F48C3;D927D5F2;0.02;0.17;0.19;0.01;0.02;3.0;8.0;16.0;52.0;2461.0;46.0;1507.0;1686;1552.0
7450;180.0;93343E84;D927D5F2;0.02;0.13;0.14;0.01;0.02;2.0;8.0;4.0;15.0;1237.0;46.0;1507.0;1678;1552.0
7449;180.0;9C97A0FA;71A937D5;0.02;0.48;0.54;0.0;0.02;1.0;8.0;2.0;43.0;3275.0;51.0;1487.0;1657;1522.0
7448;180.0;7F2E6858;9DBCC3D3;0.02;0.16;0.18;0.0;0.02;6.0;6.0;5.0;25.0;3137.0;46.0;1502.0;1671;1542.0
7445;180.0;A31A42BF;44661CD0;0.02;0.18;0.21;0.01;0.02;3.0;6.0;4.0;14.0;971.0;46.0;1506.0;1670;1546.0
7443;180.0;44DF0BAE;44661CD0;0.02;0.24;0.27;0.01;0.02;1.0;6.0;5.0;24.0;2864.0;46.0;1506.0;1677;1546.0
7442;180.0;8422F72B;493EAF60;0.01;0.35;0.37;0.0;0.01;6.0;6.0;17.0;8.0;989.0;46.0;1486.0;1643;1521.0
7441;180.0;DE4C667B;67470249;0.01;0.43;0.49;0.0;0.02;5.0;6.0;16.0;50.0;1896.0;51.0;1486.0;1641;1526.0
7440;180.0;F3896AE3;67470249;0.01;0.36;0.41;0.0;0.02;4.0;6.0;4.0;13.0;670.0;46.0;1486.0;1633;1526.0
7439;180.0;962E2E13;67470249;0.01;0.41;0.46;0.0;0.02;3.0;6.0;2.0;41.0;2709.0;46.0;1486.0;1633;1526.0
7438;180.0;030915FA;67470249;0.01;0.34;0.39;0.0;0.02;2.0;6.0;5.0;23.0;2567.0;46.0;1486.0;1638;1526.0
7437;180.0;4F720FBE;249A7E68;0.01;0.39;0.42;0.0;0.02;1.0;6.0;17.0;7.0;692.0;51.0;1484.0;1673;1519.0
7436;180.0;FE4E7367;27DBEE1F;0.0;0.93;0.97;0.0;0.0;4.0;4.0;16.0;49.0;1599.0;62.0;1462.0;1620;1488.0
7435;180.0;B6F9667F;4D302CE7;0.0;0.72;0.75;0.0;0.0;3.0;4.0;4.0;12.0;371.0;64.0;1460.0;1623;1485.0
7434;180.0;A3C61F61;4D302CE7;0.0;1.07;1.12;0.0;0.0;2.0;4.0;2.0;40.0;2411.0;64.0;1460.0;1616;1485.0
7433;180.0;143A7304;4D302CE7;0.0;1.05;1.1;0.0;0.0;1.0;4.0;5.0;22.0;2268.0;69.0;1460.0;1622;1485.0
7432;180.0;B4C6DBEF;56FFE5DC;0.02;0.13;0.14;0.01;0.01;4.0;4.0;17.0;6.0;306.0;39.0;1507.0;1654;1532.0
7431;180.0;83937AC0;92B3EDD4;0.03;0.22;0.28;0.01;0.01;3.0;4.0;16.0;48.0;1217.0;46.0;1502.0;1646;1537.0
7430;180.0;E41873B9;56FFE5DC;0.02;0.14;0.16;0.01;0.01;2.0;4.0;4.0;11.0;0.0;39.0;1507.0;1664;1532.0
7429;180.0;29BA9A9A;56FFE5DC;0.02;0.14;0.15;0.01;0.01;1.0;4.0;2.0;39.0;2029.0;55.0;1507.0;1674;1532.0
7428;180.0;E56AA25E;E154DB61;0.0;1.01;1.13;0.0;0.0;3.0;3.0;5.0;21.0;1879.0;64.0;1465.0;1612;1490.0
7427;180.0;86CB10A4;E154DB61;0.0;1.06;1.18;0.0;0.0;2.0;3.0;17.0;5.0;0.0;64.0;1465.0;1633;1490.0
7426;180.0;8BE65D40;E154DB61;0.0;1.02;1.14;0.0;0.0;1.0;3.0;16.0;47.0;750.0;69.0;1465.0;1618;1490.0
7425;180.0;1D589D08;E154DB61;0.0;0.97;1.08;0.0;0.0;2.0;5.0;5.0;20.0;1537.0;64.0;1465.0;1617;1490.0
7424;180.0;666F8239;E154DB61;0.0;0.96;1.07;0.0;0.0;1.0;5.0;2.0;38.0;1462.0;69.0;1465.0;1616;1490.0
7423;180.0;BDD3CCDB;E154DB61;0.0;1.1;1.23;0.0;0.0;5.0;5.0;16.0;46.0;383.0;64.0;1465.0;1613;1490.0
7422;180.0;4D738014;E154DB61;0.0;0.95;1.06;0.0;0.0;4.0;10.0;4.0;10.0;1012.0;64.0;1465.0;1612;1490.0
7421;180.0;8FBCE973;E154DB61;0.0;0.7;0.78;0.0;0.0;3.0;10.0;17.0;4.0;1008.0;64.0;1465.0;1608;1490.0
7420;180.0;4866B344;E154DB61;0.0;0.87;0.98;0.0;0.0;2.0;10.0;5.0;19.0;1044.0;64.0;1465.0;1604;1490.0
7419;180.0;57AB904A;E154DB61;0.0;0.7;0.78;0.0;0.0;1.0;10.0;2.0;37.0;1017.0;64.0;1465.0;1616;1490.0
7418;180.0;0B41270A;E154DB61;0.0;1.03;1.15;0.0;0.0;10.0;10.0;16.0;45.0;0.0;64.0;1465.0;1635;1490.0
7417;180.0;18CD0678;E154DB61;0.0;0.98;1.1;0.0;0.0;9.0;10.0;4.0;9.0;590.0;64.0;1465.0;1614;1490.0
7416;180.0;0D342150;E154DB61;0.0;0.7;0.79;0.0;0.0;8.0;10.0;17.0;3.0;584.0;64.0;1465.0;1614;1490.0
7415;180.0;2296E050;E154DB61;0.0;0.73;0.82;0.0;0.0;7.0;10.0;2.0;36.0;708.0;64.0;1465.0;1621;1490.0
7414;180.0;4A8E0537;E154DB61;0.0;0.87;0.97;0.0;0.0;6.0;10.0;5.0;18.0;563.0;64.0;1465.0;1611;1490.0
7413;180.0;B2783A8A;E154DB61;0.0;0.73;0.82;0.0;0.0;5.0;10.0;4.0;8.0;336.0;64.0;1465.0;1611;1490.0
7412;180.0;60854CFB;E154DB61;0.0;0.79;0.89;0.0;0.0;4.0;10.0;17.0;2.0;333.0;64.0;1465.0;1631;1490.0
7411;180.0;C17F2DB0;E154DB61;0.0;0.91;1.02;0.0;0.0;3.0;10.0;2.0;35.0;430.0;64.0;1465.0;1610;1490.0
7410;180.0;3C3A5365;E154DB61;0.0;0.78;0.87;0.0;0.0;2.0;10.0;5.0;17.0;236.0;64.0;1465.0;1608;1490.0
7409;180.0;7EAA0046;E154DB61;0.0;1.06;1.18;0.0;0.0;1.0;10.0;4.0;7.0;0.0;69.0;1465.0;1643;1490.0
7408;180.0;629F6A2E;E154DB61;0.0;1.01;1.13;0.0;0.0;3.0;4.0;17.0;1.0;0.0;64.0;1465.0;1639;1490.0
7406;180.0;A9011B4F;E154DB61;0.0;0.94;1.05;0.0;0.0;2.0;4.0;2.0;34.0;0.0;69.0;1465.0;1633;1490.0
7407;180.0;39E9E889;E154DB61;0.0;0.94;1.05;0.0;0.0;1.0;4.0;5.0;16.0;0.0;69.0;1465.0;1643;1490.0
7405;180.0;E37965F3;E154DB61;0.0;1.0;1.12;0.0;0.0;6.0;6.0;7.0;40.0;1148.0;64.0;1465.0;1613;1490.0
7404;180.0;B1F75A5D;E154DB61;0.0;1.09;1.22;0.0;0.0;5.0;10.0;5.0;15.0;4349.0;64.0;1465.0;1606;1490.0
7403;180.0;FE9E15CC;E154DB61;0.0;0.68;0.76;0.0;0.0;4.0;10.0;4.0;6.0;1489.0;64.0;1465.0;1611;1490.0
7402;180.0;8D7ACF41;E154DB61;0.0;1.04;1.16;0.0;0.0;3.0;10.0;16.0;44.0;3467.0;64.0;1465.0;1616;1490.0
7401;180.0;1FABAD71;E154DB61;0.0;0.87;0.98;0.0;0.0;2.0;10.0;2.0;33.0;3474.0;64.0;1465.0;1603;1490.0
7400;180.0;B1F75A5D;E154DB61;0.0;1.09;1.22;0.0;0.0;1.0;10.0;7.0;39.0;824.0;64.0;1465.0;1608;1490.0
7399;180.0;D5722D60;E154DB61;0.0;1.08;1.21;0.0;0.0;10.0;10.0;5.0;14.0;4022.0;64.0;1465.0;1610;1490.0
7398;180.0;2A3CF6E8;E154DB61;0.0;1.05;1.17;0.0;0.0;9.0;10.0;4.0;5.0;1149.0;64.0;1465.0;1603;1490.0
7397;180.0;84FAAF59;E154DB61;0.0;0.9;1.0;0.0;0.0;8.0;10.0;16.0;43.0;3153.0;64.0;1465.0;1605;1490.0
7396;180.0;99378966;E154DB61;0.0;1.01;1.13;0.0;0.0;7.0;10.0;2.0;32.0;3163.0;64.0;1465.0;1603;1490.0
7395;180.0;45187F18;E154DB61;0.0;0.96;1.08;0.0;0.0;6.0;10.0;7.0;38.0;517.0;64.0;1465.0;1603;1490.0
7394;180.0;6398A34A;E154DB61;0.0;0.87;0.98;0.0;0.0;5.0;10.0;5.0;13.0;3710.0;64.0;1465.0;1608;1490.0
7393;180.0;603B4630;E154DB61;0.0;1.0;1.11;0.0;0.0;4.0;10.0;4.0;4.0;845.0;64.0;1465.0;1610;1490.0
7392;180.0;DA634114;E154DB61;0.0;0.84;0.93;0.0;0.0;3.0;10.0;16.0;42.0;2854.0;64.0;1465.0;1608;1490.0
7391;180.0;6E115711;E154DB61;0.0;0.87;0.97;0.0;0.0;2.0;10.0;2.0;31.0;2863.0;64.0;1465.0;1604;1490.0
7390;180.0;04E7BC81;E154DB61;0.0;1.03;1.15;0.0;0.0;1.0;10.0;7.0;37.0;226.0;64.0;1465.0;1626;1490.0
7389;180.0;19817B0E;F788ADDC;0.01;0.33;0.34;0.0;0.0;7.0;7.0;5.0;12.0;3425.0;46.0;1482.0;1646;1522.0
7388;180.0;E7999B35;1FCFE9BD;0.02;0.2;0.22;0.01;0.02;6.0;7.0;4.0;3.0;562.0;46.0;1500.0;1667;1540.0
7387;180.0;EE056E63;F1291CB0;0.02;0.21;0.24;0.01;0.02;5.0;7.0;16.0;41.0;2569.0;55.0;1506.0;1666;1546.0
7386;180.0;5A889C89;F1291CB0;0.02;0.16;0.18;0.01;0.02;4.0;7.0;7.0;36.0;0.0;55.0;1506.0;1686;1546.0
7385;180.0;EF3368AD;F1291CB0;0.02;0.22;0.24;0.01;0.02;3.0;7.0;2.0;30.0;2527.0;55.0;1506.0;1673;1546.0
7384;180.0;7288A97A;F1291CB0;0.02;0.22;0.25;0.01;0.02;2.0;7.0;5.0;11.0;3129.0;55.0;1506.0;1671;1546.0
7383;180.0;81ABD071;F1291CB0;0.02;0.15;0.17;0.01;0.02;1.0;7.0;4.0;2.0;267.0;60.0;1506.0;1711;1546.0
7382;180.0;6C33229F;F1291CB0;0.02;0.22;0.24;0.01;0.02;5.0;5.0;16.0;40.0;2278.0;55.0;1506.0;1683;1546.0
7381;180.0;4AB7A2DE;F1291CB0;0.02;0.19;0.21;0.01;0.02;4.0;5.0;2.0;29.0;2299.0;55.0;1506.0;1675;1546.0
7380;180.0;7ACA4D49;F1291CB0;0.02;0.2;0.22;0.01;0.02;3.0;5.0;15.0;63.0;4912.0;51.0;1506.0;1665;1546.0
7379;180.0;C85C9721;F1291CB0;0.02;0.22;0.24;0.01;0.02;2.0;5.0;5.0;10.0;2862.0;51.0;1506.0;1659;1546.0
7378;180.0;2BBCCAD6;F1291CB0;0.02;0.23;0.25;0.01;0.02;1.0;5.0;4.0;1.0;0.0;60.0;1506.0;1732;1546.0
7377;180.0;9E03E800;D927D5F2;0.02;0.17;0.19;0.01;0.02;8.0;8.0;16.0;39.0;2011.0;46.0;1507.0;1673;1552.0
7376;180.0;D8D008C7;D927D5F2;0.02;0.13;0.15;0.01;0.02;7.0;8.0;2.0;28.0;2035.0;53.0;1507.0;1680;1552.0
7375;180.0;9E883375;D927D5F2;0.02;0.13;0.14;0.01;0.02;6.0;8.0;15.0;62.0;4638.0;46.0;1507.0;1664;1552.0
7374;180.0;76EB37E8;D927D5F2;0.02;0.16;0.18;0.01;0.02;5.0;8.0;5.0;9.0;2590.0;46.0;1507.0;1664;1552.0
7373;180.0;C9BA34A6;D927D5F2;0.02;0.18;0.21;0.01;0.02;4.0;8.0;16.0;38.0;1790.0;46.0;1507.0;1668;1552.0
7372;180.0;D5438A75;D927D5F2;0.03;0.19;0.22;0.01;0.03;3.0;8.0;2.0;27.0;1804.0;46.0;1507.0;1669;1552.0
7371;180.0;89F73A6D;D927D5F2;0.02;0.13;0.15;0.01;0.02;2.0;8.0;7.0;35.0;1952.0;46.0;1507.0;1674;1552.0
7370;180.0;65494765;D927D5F2;0.02;0.13;0.14;0.01;0.02;1.0;8.0;15.0;61.0;4345.0;46.0;1507.0;1679;1552.0
7369;180.0;FBE7FADB;56FFE5DC;0.02;0.16;0.18;0.01;0.01;4.0;4.0;16.0;37.0;1553.0;39.0;1507.0;1649;1532.0
7368;180.0;B988CD99;56FFE5DC;0.02;0.14;0.16;0.01;0.01;3.0;4.0;2.0;26.0;1577.0;39.0;1507.0;1650;1532.0
7367;180.0;CC2C0734;56FFE5DC;0.02;0.19;0.21;0.01;0.01;2.0;4.0;5.0;8.0;2198.0;39.0;1507.0;1646;1532.0
7366;180.0;310A7D84;56FFE5DC;0.03;0.2;0.23;0.02;0.01;1.0;4.0;7.0;34.0;1673.0;55.0;1507.0;1677;1532.0
7365;180.0;95897B35;D9882B65;0.01;0.4;0.44;0.0;0.02;8.0;8.0;15.0;60.0;4083.0;46.0;1490.0;1661;1535.0
7364;180.0;683AE954;2374C9B3;0.02;0.18;0.21;0.01;0.02;7.0;8.0;16.0;36.0;1293.0;46.0;1502.0;1670;1542.0
7363;180.0;8B490486;A410176C;0.02;0.16;0.2;0.01;0.01;6.0;8.0;2.0;25.0;1320.0;57.0;1502.0;1678;1547.0
7362;180.0;801348C6;A410176C;0.02;0.19;0.24;0.01;0.01;5.0;8.0;5.0;7.0;1940.0;57.0;1502.0;1679;1547.0
7361;180.0;62671B5C;A410176C;0.02;0.16;0.21;0.01;0.01;4.0;8.0;7.0;33.0;1413.0;57.0;1502.0;1678;1547.0
7360;180.0;030915FA;A410176C;0.02;0.15;0.2;0.01;0.01;3.0;8.0;15.0;59.0;3813.0;57.0;1502.0;1663;1547.0
7359;180.0;07F2064D;C696558F;0.02;0.22;0.24;0.0;0.02;2.0;8.0;16.0;35.0;1017.0;46.0;1505.0;1654;1535.0
7358;180.0;C6916306;C696558F;0.02;0.17;0.18;0.0;0.02;1.0;8.0;2.0;24.0;1039.0;46.0;1505.0;1665;1535.0
7357;180.0;1C50FBFD;5A195F30;0.0;0.42;0.44;0.0;0.03;8.0;8.0;5.0;6.0;1656.0;46.0;1487.0;1639;1527.0
7356;180.0;1ACC4461;5A195F30;0.0;0.35;0.37;0.0;0.02;7.0;8.0;7.0;32.0;1122.0;46.0;1487.0;1639;1527.0
7355;180.0;18E2543B;5A195F30;0.0;0.38;0.4;0.0;0.03;6.0;8.0;15.0;58.0;3530.0;46.0;1487.0;1647;1527.0
7354;180.0;D35D943C;A38FF5CA;0.02;0.18;0.23;0.01;0.01;5.0;8.0;16.0;34.0;736.0;46.0;1507.0;1663;1547.0
7353;180.0;A20ADCED;DD961E29;0.02;0.12;0.14;0.01;0.02;4.0;8.0;2.0;23.0;755.0;46.0;1507.0;1670;1552.0
7352;180.0;EAFA697A;60B76B26;0.02;0.2;0.24;0.01;0.02;3.0;8.0;5.0;5.0;1368.0;46.0;1504.0;1663;1544.0
7351;180.0;23391102;60B76B26;0.02;0.2;0.23;0.01;0.02;2.0;8.0;7.0;31.0;814.0;46.0;1504.0;1659;1544.0
7350;180.0;70BDFE86;60B76B26;0.02;0.22;0.25;0.01;0.02;1.0;8.0;15.0;57.0;3082.0;46.0;1504.0;1677;1544.0
7349;180.0;656049E3;56FFE5DC;0.03;0.21;0.23;0.02;0.01;4.0;4.0;16.0;33.0;288.0;39.0;1507.0;1672;1532.0
7348;180.0;9C22008B;56FFE5DC;0.02;0.19;0.21;0.01;0.01;3.0;4.0;2.0;22.0;310.0;39.0;1507.0;1647;1532.0
7347;180.0;77EF0B06;56FFE5DC;0.02;0.16;0.18;0.01;0.01;2.0;4.0;5.0;4.0;930.0;39.0;1507.0;1651;1532.0
7346;180.0;5DFEC78C;56FFE5DC;0.02;0.16;0.18;0.01;0.01;1.0;4.0;7.0;30.0;394.0;55.0;1507.0;1673;1532.0
7345;180.0;DF4823D7;0731C1FB;0.0;0.88;0.95;0.01;0.0;6.0;6.0;15.0;56.0;2802.0;62.0;1462.0;1615;1488.0
7344;180.0;C3201829;0731C1FB;0.0;0.87;0.94;0.01;0.0;5.0;6.0;16.0;32.0;0.0;62.0;1462.0;1630;1488.0
7343;180.0;819C75FE;0731C1FB;0.0;1.1;1.18;0.01;0.0;4.0;6.0;2.0;21.0;0.0;62.0;1462.0;1634;1488.0
7342;180.0;8A69DE87;0731C1FB;0.0;0.84;0.9;0.01;0.0;3.0;6.0;5.0;3.0;614.0;62.0;1462.0;1624;1488.0
7341;180.0;17890C45;0731C1FB;0.0;1.01;1.09;0.01;0.0;2.0;6.0;15.0;55.0;2539.0;62.0;1462.0;1616;1488.0
7340;180.0;33220A93;027DF228;0.0;1.19;1.26;0.0;0.0;1.0;6.0;7.0;29.0;0.0;62.0;1463.0;1642;1489.0
7339;180.0;7930A68D;493EAF60;0.01;0.33;0.34;0.0;0.01;7.0;7.0;8.0;63.0;2068.0;41.0;1486.0;1642;1521.0
7338;180.0;B032D660;67470249;0.01;0.34;0.38;0.0;0.02;6.0;7.0;5.0;2.0;280.0;51.0;1486.0;1660;1526.0
7337;180.0;001BF88E;67470249;0.01;0.45;0.51;0.0;0.02;5.0;7.0;16.0;31.0;2166.0;51.0;1486.0;1650;1526.0
7336;180.0;109AC189;67470249;0.01;0.36;0.41;0.0;0.02;4.0;7.0;2.0;20.0;2221.0;51.0;1486.0;1652;1526.0
7335;180.0;89AE2004;67470249;0.01;0.43;0.49;0.0;0.02;3.0;7.0;15.0;54.0;2109.0;51.0;1486.0;1654;1526.0
7334;180.0;7C4B9809;249A7E68;0.02;0.53;0.56;0.0;0.03;2.0;7.0;8.0;62.0;1784.0;46.0;1484.0;1638;1519.0
7333;180.0;0B6B46E8;249A7E68;0.02;0.46;0.49;0.0;0.02;1.0;7.0;5.0;1.0;0.0;55.0;1484.0;1677;1519.0
7332;180.0;2A0C3A95;44661CD0;0.02;0.23;0.26;0.01;0.02;6.0;6.0;16.0;30.0;1889.0;46.0;1506.0;1667;1546.0
