corrida;secao;acoatual;qualidade;al_min;c_min;c_max;n_min;s_min;sequencia;sequenciatotal;panela;vidapanela;tempociclo;tempovacuototal;temperaturaliquidus;temperaturasaidafp;temperaturaobjetivada
3806;180.0;B1EB7838;76E5EEFF;0.02;0.18;0.21;0.01;0.01;4.0;5.0;3.0;26.0;826.0;46.0;1504.0;1662;1549.0
3805;180.0;9A714A75;76E5EEFF;0.03;0.25;0.28;0.01;0.01;3.0;5.0;8.0;57.0;301.0;55.0;1504.0;1666;1549.0
3804;180.0;6904B156;A201F563;0.01;0.16;0.19;0.01;0.0;2.0;5.0;7.0;29.0;819.0;46.0;1504.0;1657;1544.0
3802;180.0;7A8293D1;946866EE;0.02;0.17;0.21;0.01;0.01;3.0;3.0;2.0;35.0;519.0;46.0;1501.0;1650;1536.0
3803;180.0;A52674CC;DFBF368A;0.01;0.4;0.46;0.0;0.0;1.0;5.0;1.0;8.0;761.0;57.0;1485.0;1662;1525.0
3801;180.0;B729A2D3;8C409667;0.02;0.2;0.22;0.01;0.0;2.0;3.0;3.0;25.0;527.0;46.0;1504.0;1650;1539.0
3800;180.0;3929BF13;8C409667;0.03;0.23;0.26;0.01;0.0;1.0;3.0;8.0;56.0;0.0;46.0;1504.0;1689;1539.0
3799;180.0;30DE8239;5F2CB262;0.03;0.19;0.22;0.01;0.03;3.0;3.0;1.0;7.0;468.0;46.0;1504.0;1652;1544.0
3798;180.0;FC12196C;1F3F501C;0.02;0.14;0.16;0.01;0.01;2.0;3.0;7.0;28.0;473.0;46.0;1503.0;1651;1543.0
3797;180.0;E24D3125;1F3F501C;0.02;0.15;0.17;0.01;0.01;1.0;3.0;2.0;34.0;231.0;46.0;1503.0;1673;1543.0
3796;180.0;058B15B1;7AFEE53C;0.01;0.39;0.43;0.0;0.0;7.0;7.0;3.0;24.0;245.0;39.0;1488.0;1632;1528.0
3795;180.0;D936E384;7AFEE53C;0.01;0.31;0.34;0.0;0.0;6.0;7.0;1.0;6.0;246.0;39.0;1488.0;1631;1528.0
3794;180.0;89AE2004;D6C5A3D0;0.02;0.21;0.23;0.0;0.02;5.0;7.0;7.0;27.0;243.0;46.0;1501.0;1652;1546.0
3793;180.0;4BCA33B9;D6C5A3D0;0.02;0.21;0.23;0.0;0.02;4.0;7.0;2.0;33.0;0.0;46.0;1501.0;1671;1546.0
3792;180.0;E752D832;00FFEE90;0.01;0.33;0.36;0.01;0.02;3.0;7.0;3.0;23.0;0.0;51.0;1489.0;1695;1534.0
3791;180.0;B6AF56D6;F852E2F5;0.01;0.4;0.42;0.01;0.06;2.0;7.0;1.0;5.0;0.0;55.0;1470.0;1654;1515.0
3790;180.0;1D04D24B;F852E2F5;0.01;0.55;0.58;0.02;0.08;1.0;7.0;7.0;26.0;0.0;60.0;1470.0;1670;1515.0
3789;90.0;AB8982C1;59D14704;0.02;0.52;0.56;0.0;0.01;1.0;1.0;8.0;55.0;9037.0;39.0;1487.0;1650;1537.0
3788;90.0;99FFA20D;7BF6FBDF;0.02;0.55;0.59;0.0;0.01;11.0;11.0;2.0;32.0;8658.0;34.0;1482.0;1652;1537.0
3787;90.0;34291A71;7BF6FBDF;0.02;0.53;0.57;0.0;0.01;10.0;11.0;3.0;22.0;2551.0;34.0;1482.0;1654;1537.0
3786;90.0;B6F9667F;7BF6FBDF;0.01;0.36;0.39;0.0;0.01;9.0;11.0;1.0;4.0;816.0;34.0;1482.0;1642;1537.0
3785;90.0;FE4E7367;7BF6FBDF;0.01;0.45;0.48;0.0;0.01;8.0;11.0;7.0;25.0;4965.0;34.0;1482.0;1639;1537.0
3784;90.0;A85F6161;7BF6FBDF;0.01;0.38;0.41;0.0;0.01;7.0;11.0;8.0;54.0;8743.0;34.0;1482.0;1647;1537.0
3783;90.0;FA33F289;7BF6FBDF;0.02;0.48;0.52;0.0;0.01;6.0;11.0;2.0;31.0;8358.0;34.0;1482.0;1641;1537.0
3782;90.0;C51A7FF0;7BF6FBDF;0.01;0.37;0.39;0.0;0.01;5.0;11.0;3.0;21.0;2259.0;34.0;1482.0;1640;1537.0
3781;90.0;447BA71B;7BF6FBDF;0.02;0.58;0.62;0.0;0.01;4.0;11.0;1.0;3.0;530.0;34.0;1482.0;1656;1537.0
3780;90.0;0CBEF105;7BF6FBDF;0.01;0.43;0.46;0.0;0.01;3.0;11.0;7.0;24.0;4664.0;34.0;1482.0;1644;1537.0
3779;90.0;A9E90DD3;7BF6FBDF;0.01;0.37;0.4;0.0;0.01;2.0;11.0;8.0;53.0;8447.0;34.0;1482.0;1638;1537.0
3778;90.0;48303D66;8288B1F6;0.02;0.34;0.37;0.0;0.01;1.0;11.0;2.0;30.0;8071.0;18.0;1490.0;1652;1535.0
3777;90.0;A3188947;3BA0D398;0.0;0.34;0.38;0.0;0.03;11.0;11.0;3.0;20.0;1965.0;18.0;1488.0;1634;1533.0
3776;90.0;0EA60F1F;3BA0D398;0.0;0.47;0.52;0.0;0.04;10.0;11.0;1.0;2.0;240.0;18.0;1488.0;1637;1533.0
3775;90.0;F01DD559;3BA0D398;0.0;0.34;0.38;0.0;0.03;9.0;11.0;7.0;23.0;4397.0;18.0;1488.0;1622;1533.0
3774;90.0;D5208814;3BA0D398;0.0;0.48;0.53;0.0;0.04;8.0;11.0;8.0;52.0;8191.0;18.0;1488.0;1626;1533.0
3773;90.0;4CD66311;3BA0D398;0.0;0.49;0.54;0.0;0.04;7.0;11.0;2.0;29.0;7818.0;18.0;1488.0;1622;1533.0
3772;90.0;9E3D5E9E;3BA0D398;0.0;0.47;0.52;0.0;0.04;6.0;11.0;3.0;19.0;1719.0;18.0;1488.0;1623;1533.0
3771;90.0;E317063E;3BA0D398;0.0;0.43;0.48;0.0;0.03;5.0;11.0;1.0;1.0;0.0;18.0;1488.0;1657;1533.0
3770;90.0;17F7C9EA;3BA0D398;0.0;0.48;0.53;0.0;0.04;4.0;11.0;7.0;22.0;4157.0;18.0;1488.0;1618;1533.0
3769;90.0;A9DDCA90;3BA0D398;0.0;0.44;0.49;0.0;0.03;3.0;11.0;8.0;51.0;7942.0;18.0;1488.0;1623;1533.0
3768;90.0;1543A579;3BA0D398;0.0;0.48;0.53;0.0;0.04;2.0;11.0;2.0;28.0;7564.0;18.0;1488.0;1615;1533.0
3767;90.0;15A85F29;3BA0D398;0.0;0.46;0.5;0.0;0.04;1.0;11.0;3.0;18.0;1468.0;18.0;1488.0;1629;1533.0
3766;90.0;7A8293D1;DAF26177;0.0;0.43;0.47;0.0;0.01;6.0;6.0;7.0;21.0;3944.0;34.0;1480.0;1627;1533.0
3765;90.0;76B83055;DAF26177;0.01;0.53;0.58;0.0;0.02;5.0;6.0;8.0;50.0;7735.0;34.0;1480.0;1626;1525.0
3764;90.0;5E93E6E2;DAF26177;0.0;0.46;0.5;0.0;0.01;4.0;6.0;2.0;27.0;7351.0;34.0;1480.0;1621;1525.0
3763;90.0;D14EF008;DAF26177;0.0;0.45;0.49;0.0;0.01;3.0;6.0;3.0;17.0;1246.0;34.0;1480.0;1620;1525.0
3762;90.0;261AB809;DAF26177;0.0;0.42;0.45;0.0;0.01;2.0;6.0;7.0;20.0;3726.0;34.0;1480.0;1620;1525.0
3761;90.0;8DA045BF;5C6E672A;0.02;0.5;0.53;0.01;0.02;1.0;6.0;8.0;49.0;7518.0;34.0;1483.0;1640;1525.0
3760;90.0;D5438A75;DAF26177;0.01;0.59;0.65;0.0;0.02;10.0;10.0;2.0;26.0;7144.0;34.0;1480.0;1626;1528.0
3759;90.0;F99A1199;DAF26177;0.01;0.46;0.5;0.0;0.02;9.0;10.0;3.0;16.0;1033.0;34.0;1480.0;1620;1525.0
3758;90.0;5828C43B;DAF26177;0.0;0.45;0.49;0.0;0.01;8.0;10.0;7.0;19.0;3510.0;34.0;1480.0;1619;1525.0
3757;90.0;60BEA8B9;DAF26177;0.01;0.57;0.62;0.0;0.02;7.0;10.0;8.0;48.0;7301.0;34.0;1480.0;1627;1525.0
3756;90.0;054ECC33;DAF26177;0.01;0.49;0.54;0.0;0.02;6.0;10.0;2.0;25.0;6927.0;34.0;1480.0;1619;1525.0
3755;90.0;A589B536;DAF26177;0.01;0.52;0.56;0.0;0.02;5.0;10.0;3.0;15.0;825.0;34.0;1480.0;1620;1525.0
3754;90.0;47CF0B9C;DAF26177;0.01;0.59;0.64;0.0;0.02;4.0;10.0;7.0;18.0;3307.0;34.0;1480.0;1626;1525.0
3753;90.0;013F756A;DAF26177;0.0;0.45;0.49;0.0;0.01;3.0;10.0;8.0;47.0;7092.0;34.0;1480.0;1627;1525.0
3752;90.0;3DA7A878;DAF26177;0.01;0.59;0.64;0.0;0.02;2.0;10.0;2.0;24.0;6706.0;34.0;1480.0;1619;1525.0
3751;90.0;4ED39777;DAF26177;0.01;0.52;0.56;0.0;0.02;1.0;10.0;3.0;14.0;598.0;34.0;1480.0;1641;1525.0
3750;90.0;30ECABC6;E294A4B5;0.0;0.06;0.09;0.0;0.24;3.0;3.0;7.0;17.0;3066.0;0.0;1509.0;1635;1525.0
3749;90.0;F6E9CBDF;E294A4B5;0.0;0.08;0.11;0.0;0.29;2.0;3.0;14.0;54.0;2864.0;0.0;1509.0;1631;1549.0
3748;90.0;4653738A;E294A4B5;0.0;0.08;0.11;0.0;0.3;1.0;3.0;8.0;46.0;6798.0;0.0;1509.0;1644;1549.0
3747;90.0;5BE1E184;703CB22C;0.02;0.48;0.5;0.0;0.02;9.0;9.0;2.0;23.0;6417.0;34.0;1486.0;1653;1549.0
3746;90.0;2003DEE7;59D14704;0.02;0.57;0.62;0.0;0.01;8.0;9.0;3.0;13.0;298.0;34.0;1487.0;1642;1531.0
3745;90.0;BCC3F9B8;59D14704;0.01;0.48;0.52;0.0;0.01;7.0;9.0;7.0;16.0;2771.0;34.0;1487.0;1641;1537.0
3744;90.0;CE2D0548;59D14704;0.01;0.45;0.48;0.0;0.01;6.0;9.0;14.0;53.0;2574.0;34.0;1487.0;1642;1537.0
3743;90.0;56DF0A38;59D14704;0.01;0.5;0.54;0.0;0.01;5.0;9.0;8.0;45.0;6497.0;34.0;1487.0;1644;1537.0
3742;90.0;E0E297AE;59D14704;0.02;0.62;0.67;0.0;0.01;4.0;9.0;2.0;22.0;6112.0;34.0;1487.0;1641;1537.0
3741;90.0;1C2C7377;59D14704;0.02;0.6;0.65;0.0;0.01;3.0;9.0;3.0;12.0;0.0;34.0;1487.0;1667;1537.0
3731;90.0;5DFEC78C;E9D2B793;0.0;0.37;0.42;0.01;0.08;1.0;6.0;7.0;13.0;2308.0;18.0;1480.0;1633;1520.0
3730;90.0;29435F33;E9D2B793;0.0;0.35;0.39;0.01;0.08;6.0;6.0;14.0;50.0;2077.0;18.0;1480.0;1627;1520.0
3729;90.0;4EA3BA59;E9D2B793;0.0;0.31;0.34;0.01;0.07;5.0;6.0;8.0;42.0;5991.0;34.0;1480.0;1636;1520.0
3728;90.0;D14203FA;9970B431;0.0;0.45;0.55;0.01;0.1;4.0;6.0;3.0;10.0;2691.0;34.0;1480.0;1629;1520.0
3727;90.0;B4C6DBEF;9970B431;0.0;0.3;0.36;0.01;0.06;3.0;6.0;2.0;19.0;5317.0;34.0;1480.0;1626;1520.0
3726;90.0;AB8982C1;9970B431;0.0;0.38;0.46;0.01;0.08;2.0;6.0;7.0;12.0;1979.0;34.0;1480.0;1628;1520.0
3725;90.0;EE0CBAF4;9970B431;0.0;0.33;0.4;0.01;0.07;1.0;6.0;14.0;49.0;1748.0;18.0;1480.0;1640;1520.0
3724;90.0;AE9068AF;0C12C54A;0.0;0.51;0.54;0.02;0.06;6.0;6.0;8.0;41.0;5634.0;51.0;1472.0;1651;1517.0
3723;90.0;3C4600E1;0C12C54A;0.0;0.4;0.43;0.02;0.04;5.0;6.0;3.0;9.0;2337.0;51.0;1472.0;1637;1517.0
3722;90.0;A50CB92C;0C12C54A;0.0;0.54;0.58;0.02;0.06;4.0;6.0;2.0;18.0;4971.0;51.0;1472.0;1635;1517.0
3720;90.0;420725F1;D6C5A3D0;0.02;0.22;0.24;0.0;0.02;2.0;6.0;14.0;48.0;1423.0;46.0;1501.0;1660;1546.0
3721;90.0;7D9C453A;0C12C54A;0.0;0.45;0.47;0.02;0.05;3.0;6.0;7.0;11.0;1646.0;51.0;1472.0;1635;1517.0
3719;90.0;F3AA56AF;48A7AB1A;0.01;0.38;0.4;0.0;0.02;1.0;6.0;8.0;40.0;5353.0;34.0;1486.0;1651;1531.0
3718;90.0;57456EF2;84F4F88C;0.02;0.08;0.12;0.0;0.0;5.0;5.0;3.0;8.0;2061.0;34.0;1522.0;1667;1557.0
3717;90.0;CC4F9733;84F4F88C;0.02;0.1;0.13;0.0;0.0;4.0;5.0;2.0;17.0;4696.0;34.0;1522.0;1663;1557.0
3716;90.0;89B373CD;4AC24E4B;0.02;0.23;0.26;0.01;0.02;3.0;5.0;7.0;10.0;1366.0;41.0;1501.0;1651;1541.0
3715;90.0;29024F25;4AC24E4B;0.02;0.26;0.3;0.01;0.02;2.0;5.0;14.0;47.0;1135.0;34.0;1501.0;1639;1541.0
3714;90.0;B230965D;E85F4719;0.0;0.45;0.47;0.0;0.02;1.0;5.0;8.0;39.0;5057.0;34.0;1487.0;1660;1532.0
3713;90.0;B40B4834;96E8463B;0.01;0.2;0.22;0.01;0.02;8.0;8.0;3.0;7.0;1757.0;41.0;1503.0;1657;1543.0
3712;90.0;24EDBBAB;96E8463B;0.01;0.15;0.17;0.01;0.02;7.0;8.0;2.0;16.0;4394.0;41.0;1503.0;1657;1543.0
3711;90.0;BD70D0BA;CC18C404;0.02;0.22;0.24;0.01;0.02;6.0;8.0;7.0;9.0;1063.0;34.0;1506.0;1661;1551.0
3710;90.0;3193D079;CC18C404;0.02;0.18;0.19;0.01;0.02;5.0;8.0;14.0;46.0;847.0;34.0;1506.0;1656;1551.0
3709;90.0;2A642CB2;CC18C404;0.02;0.17;0.19;0.01;0.02;4.0;8.0;8.0;38.0;4768.0;34.0;1506.0;1659;1551.0
3708;90.0;99319533;CC18C404;0.02;0.17;0.19;0.01;0.02;3.0;8.0;3.0;6.0;1473.0;34.0;1506.0;1657;1551.0
3707;90.0;1C1C874B;CC18C404;0.03;0.26;0.28;0.01;0.03;2.0;8.0;2.0;15.0;4097.0;37.0;1506.0;1667;1551.0
3699;90.0;62B6ED38;4D27ECED;0.03;0.24;0.28;0.01;0.0;1.0;7.0;8.0;36.0;4302.0;34.0;1502.0;1664;1547.0
3698;90.0;AB06A912;22C5A4BE;0.02;0.18;0.22;0.01;0.0;8.0;8.0;3.0;4.0;1008.0;18.0;1511.0;1648;1552.0
3697;90.0;7515C588;22C5A4BE;0.02;0.13;0.16;0.01;0.0;7.0;8.0;2.0;13.0;3645.0;18.0;1511.0;1640;1552.0
3696;90.0;964B2DAB;B4E0CC84;0.02;0.2;0.22;0.01;0.02;6.0;8.0;7.0;6.0;323.0;34.0;1507.0;1655;1552.0
3695;90.0;C384B81B;C696558F;0.02;0.19;0.21;0.0;0.02;5.0;8.0;14.0;43.0;0.0;34.0;1505.0;1679;1555.0
3694;90.0;A9831E9D;7D015357;0.02;0.15;0.17;0.01;0.01;4.0;8.0;8.0;35.0;4015.0;41.0;1506.0;1667;1551.0
3693;90.0;72EF5A1C;7D015357;0.02;0.14;0.15;0.01;0.01;3.0;8.0;3.0;3.0;725.0;41.0;1506.0;1665;1551.0
3692;90.0;34291A71;7D015357;0.02;0.19;0.21;0.01;0.01;2.0;8.0;2.0;12.0;3329.0;46.0;1506.0;1668;1551.0
3691;90.0;D26B550D;7D015357;0.02;0.14;0.16;0.01;0.01;1.0;8.0;7.0;5.0;0.0;53.0;1506.0;1709;1551.0
3690;90.0;A4A05A19;493EAF60;0.01;0.38;0.4;0.0;0.01;6.0;6.0;5.0;61.0;802.0;34.0;1486.0;1639;1531.0
3689;90.0;88BBA8F1;67470249;0.01;0.32;0.37;0.0;0.02;5.0;6.0;8.0;34.0;3703.0;34.0;1486.0;1636;1531.0
3688;90.0;0CBED956;D6BA9D02;0.02;0.44;0.46;0.0;0.02;4.0;6.0;3.0;2.0;405.0;34.0;1481.0;1650;1526.0
3687;90.0;F8CF7EE9;D6BA9D02;0.01;0.34;0.35;0.0;0.02;3.0;6.0;14.0;42.0;0.0;34.0;1481.0;1643;1526.0
3686;90.0;D21F4448;D6BA9D02;0.01;0.41;0.43;0.0;0.02;2.0;6.0;2.0;11.0;2871.0;34.0;1481.0;1639;1526.0
3685;90.0;E51E0CF9;D9882B65;0.01;0.37;0.4;0.0;0.02;2.0;7.0;5.0;60.0;405.0;34.0;1490.0;1655;1540.0
3684;90.0;697D8113;71A937D5;0.02;0.52;0.58;0.0;0.03;1.0;7.0;8.0;33.0;3285.0;34.0;1487.0;1667;1542.0
3683;90.0;5A41B050;AB5C3C0B;0.01;0.16;0.2;0.01;0.0;1.0;1.0;3.0;1.0;0.0;46.0;1497.0;1687;1532.0
3682;180.0;8C3E496D;56FFE5DC;0.02;0.14;0.16;0.01;0.01;3.0;3.0;14.0;41.0;2969.0;41.0;1507.0;1643;1532.0
3681;180.0;A0ADAFD5;56FFE5DC;0.03;0.21;0.23;0.02;0.01;2.0;3.0;2.0;10.0;2486.0;44.0;1507.0;1651;1532.0
3680;180.0;E35F7032;56FFE5DC;0.02;0.18;0.21;0.01;0.01;1.0;3.0;5.0;59.0;0.0;60.0;1507.0;1694;1532.0
3679;180.0;766367D8;2757A61E;0.01;0.61;0.65;0.01;0.0;3.0;3.0;7.0;4.0;955.0;57.0;1486.0;1692;1541.0
3678;180.0;61ED5578;2757A61E;0.0;0.52;0.56;0.01;0.0;1.0;3.0;14.0;40.0;2645.0;57.0;1486.0;1690;1541.0
3677;180.0;276A1680;2757A61E;0.01;0.65;0.69;0.01;0.0;1.0;3.0;8.0;32.0;2712.0;57.0;1486.0;1687;1541.0
3676;180.0;30D5D7AC;2757A61E;0.01;0.66;0.71;0.01;0.0;3.0;3.0;2.0;9.0;2099.0;57.0;1486.0;1707;1541.0
3675;180.0;DDF60451;2757A61E;0.0;0.44;0.48;0.01;0.0;2.0;3.0;7.0;3.0;641.0;57.0;1486.0;1694;1541.0
3674;180.0;F4206B88;2757A61E;0.01;0.65;0.7;0.01;0.0;1.0;3.0;14.0;39.0;2385.0;57.0;1486.0;1694;1541.0
3673;180.0;CE41D316;2757A61E;0.01;0.62;0.66;0.01;0.0;3.0;3.0;8.0;31.0;2442.0;57.0;1486.0;1703;1541.0
3672;180.0;CB6D11CE;2757A61E;0.0;0.49;0.52;0.01;0.0;2.0;3.0;2.0;8.0;1842.0;57.0;1486.0;1692;1541.0
3671;180.0;BA5A5216;2757A61E;0.01;0.67;0.71;0.01;0.0;1.0;3.0;5.0;58.0;2137.0;57.0;1486.0;1695;1541.0
3670;180.0;F6A838B5;48815118;0.01;0.6;0.63;0.01;0.0;3.0;3.0;14.0;38.0;2115.0;62.0;1486.0;1681;1541.0
3669;180.0;3F42EAE0;48815118;0.01;0.59;0.63;0.01;0.0;2.0;3.0;7.0;2.0;248.0;62.0;1486.0;1676;1541.0
3668;180.0;32EEA21C;48815118;0.0;0.53;0.56;0.01;0.0;1.0;3.0;8.0;30.0;2115.0;62.0;1486.0;1690;1541.0
3667;180.0;44DA137A;22ADB3F3;0.0;0.82;0.85;0.01;0.07;3.0;3.0;2.0;7.0;1517.0;46.0;1476.0;1615;1501.0
3666;180.0;EDDF1BDA;22ADB3F3;0.0;0.6;0.62;0.01;0.05;2.0;3.0;5.0;57.0;1802.0;46.0;1476.0;1615;1501.0
3665;180.0;6DE7E7DE;846C064B;0.01;0.48;0.57;0.01;0.1;1.0;3.0;7.0;1.0;0.0;51.0;1483.0;1690;1528.0
3664;180.0;D89BFDBC;F8C74014;0.02;0.56;0.58;0.0;0.01;9.0;9.0;14.0;37.0;1760.0;46.0;1488.0;1650;1523.0
3663;180.0;3E28CC9A;332091CC;0.01;0.53;0.58;0.01;0.0;8.0;9.0;8.0;29.0;1834.0;46.0;1486.0;1626;1516.0
3662;180.0;D84620D9;332091CC;0.01;0.43;0.48;0.01;0.0;7.0;9.0;2.0;6.0;1242.0;46.0;1486.0;1631;1516.0
3661;180.0;FA33F289;332091CC;0.01;0.52;0.57;0.01;0.0;6.0;9.0;5.0;56.0;1552.0;46.0;1486.0;1624;1516.0
3660;180.0;DC4ED87D;87C78AB7;0.0;0.37;0.44;0.0;0.0;5.0;9.0;14.0;36.0;1521.0;37.0;1480.0;1627;1525.0
3659;180.0;F1037AB0;87C78AB7;0.01;0.54;0.63;0.0;0.0;4.0;9.0;8.0;28.0;1591.0;32.0;1480.0;1627;1525.0
3658;180.0;15BFC1C2;87C78AB7;0.01;0.55;0.64;0.0;0.0;3.0;9.0;2.0;5.0;986.0;32.0;1480.0;1636;1525.0
3657;180.0;AA00A957;263123F2;0.01;0.54;0.57;0.0;0.02;2.0;9.0;5.0;55.0;1287.0;51.0;1480.0;1660;1525.0
3656;180.0;152060F8;CC996FCB;0.02;0.16;0.19;0.0;0.0;1.0;9.0;14.0;35.0;1275.0;53.0;1510.0;1689;1550.0
3655;180.0;1B512795;9970B431;0.0;0.38;0.46;0.01;0.08;7.0;7.0;8.0;27.0;1329.0;34.0;1480.0;1630;1520.0
3654;180.0;F230D130;9970B431;0.0;0.34;0.41;0.01;0.07;6.0;7.0;2.0;4.0;719.0;34.0;1480.0;1620;1520.0
3653;180.0;78D4E1E8;9970B431;0.0;0.33;0.4;0.01;0.07;5.0;7.0;5.0;54.0;1020.0;34.0;1480.0;1629;1520.0
3652;180.0;BF320B89;9970B431;0.0;0.36;0.44;0.01;0.08;4.0;7.0;14.0;34.0;1010.0;25.0;1480.0;1615;1520.0
3651;180.0;A9011B4F;9970B431;0.0;0.41;0.5;0.01;0.09;3.0;7.0;8.0;26.0;1071.0;25.0;1480.0;1616;1520.0
3650;180.0;3E69A0A7;9970B431;0.0;0.44;0.53;0.01;0.09;2.0;7.0;2.0;3.0;473.0;25.0;1480.0;1623;1520.0
3649;180.0;3CA0B821;9970B431;0.0;0.45;0.55;0.01;0.1;1.0;7.0;5.0;53.0;769.0;39.0;1480.0;1637;1520.0
3648;180.0;ADABE103;E9D2B793;0.0;0.48;0.53;0.01;0.1;7.0;7.0;14.0;33.0;771.0;30.0;1480.0;1627;1520.0
3647;180.0;31ED8CC8;E9D2B793;0.0;0.32;0.35;0.01;0.07;6.0;7.0;8.0;25.0;834.0;30.0;1480.0;1623;1520.0
3646;180.0;439A5C5E;53FB7813;0.01;0.43;0.52;0.0;0.09;5.0;7.0;2.0;2.0;230.0;34.0;1480.0;1629;1520.0
3645;180.0;68DE31BE;53FB7813;0.01;0.44;0.54;0.0;0.1;4.0;7.0;5.0;52.0;539.0;34.0;1480.0;1631;1520.0
3644;180.0;D23D800A;9970B431;0.0;0.35;0.43;0.01;0.08;3.0;7.0;14.0;32.0;534.0;34.0;1480.0;1640;1520.0
3643;180.0;416FA661;9970B431;0.0;0.41;0.5;0.01;0.09;2.0;7.0;8.0;24.0;597.0;34.0;1480.0;1630;1520.0
3642;180.0;78F4C7D0;9970B431;0.0;0.36;0.43;0.01;0.08;1.0;7.0;2.0;1.0;0.0;39.0;1480.0;1678;1520.0
3641;180.0;47E4B10E;3BA0D398;0.0;0.43;0.48;0.0;0.03;8.0;8.0;4.0;37.0;237.0;46.0;1488.0;1648;1528.0
3640;180.0;D557E95D;3BA0D398;0.0;0.35;0.38;0.0;0.03;7.0;8.0;5.0;51.0;248.0;46.0;1488.0;1641;1528.0
3639;180.0;9389F45D;3BA0D398;0.0;0.38;0.42;0.0;0.03;6.0;8.0;14.0;31.0;243.0;46.0;1488.0;1640;1528.0
3638;180.0;B33CBD7B;3BA0D398;0.0;0.36;0.4;0.0;0.03;5.0;8.0;8.0;23.0;307.0;46.0;1488.0;1644;1528.0
3637;180.0;ECC07CD8;3BA0D398;0.0;0.45;0.5;0.0;0.03;4.0;8.0;4.0;36.0;0.0;46.0;1488.0;1660;1528.0
3636;180.0;192FD83D;3BA0D398;0.0;0.5;0.55;0.0;0.04;3.0;8.0;5.0;50.0;0.0;46.0;1488.0;1658;1528.0
3635;180.0;B3377889;3BA0D398;0.0;0.43;0.48;0.0;0.03;2.0;8.0;14.0;30.0;0.0;46.0;1488.0;1656;1528.0
3634;180.0;55728F09;3BA0D398;0.0;0.34;0.37;0.0;0.03;1.0;8.0;8.0;22.0;0.0;32.0;1488.0;1659;1528.0
3633;180.0;077D7542;CC996FCB;0.02;0.2;0.24;0.0;0.0;8.0;8.0;1.0;62.0;1619.0;48.0;1510.0;1668;1550.0
3632;180.0;16097F23;CC996FCB;0.02;0.16;0.19;0.0;0.0;7.0;8.0;4.0;35.0;1111.0;48.0;1510.0;1650;1550.0
3631;180.0;A50CB92C;CC996FCB;0.02;0.22;0.25;0.0;0.0;6.0;8.0;5.0;49.0;1701.0;48.0;1510.0;1655;1550.0
3630;180.0;744BA663;CC996FCB;0.02;0.21;0.25;0.0;0.0;5.0;8.0;8.0;21.0;1924.0;48.0;1510.0;1654;1550.0
3629;180.0;C2A8DBAB;CC996FCB;0.02;0.21;0.24;0.0;0.0;4.0;8.0;1.0;61.0;1416.0;48.0;1510.0;1653;1550.0
3628;180.0;9FA1D95E;CC996FCB;0.02;0.22;0.26;0.0;0.0;3.0;8.0;14.0;29.0;282.0;48.0;1510.0;1658;1550.0
3627;180.0;B8E2FEC8;CC996FCB;0.02;0.2;0.24;0.0;0.0;2.0;8.0;4.0;34.0;854.0;48.0;1510.0;1664;1550.0
3626;180.0;6AE63486;CC996FCB;0.02;0.16;0.19;0.0;0.0;1.0;8.0;5.0;48.0;1443.0;48.0;1510.0;1683;1550.0
3625;180.0;96AAA27C;398F4446;0.01;0.31;0.33;0.01;0.02;7.0;7.0;8.0;20.0;1656.0;51.0;1480.0;1650;1530.0
3624;180.0;1CD3E429;656E5837;0.02;0.48;0.53;0.0;0.03;6.0;7.0;1.0;60.0;1137.0;46.0;1486.0;1655;1531.0
3623;180.0;35677C25;19008928;0.01;0.58;0.64;0.0;0.02;5.0;7.0;14.0;28.0;0.0;41.0;1474.0;1664;1530.0
3622;180.0;EBAC251F;502F0F5B;0.01;0.46;0.49;0.02;0.06;4.0;7.0;4.0;33.0;565.0;46.0;1470.0;1630;1515.0
3621;180.0;7EA81F2F;502F0F5B;0.01;0.43;0.46;0.01;0.05;3.0;7.0;5.0;47.0;1132.0;46.0;1470.0;1630;1515.0
3620;180.0;A56AED5C;502F0F5B;0.01;0.56;0.59;0.02;0.07;2.0;7.0;8.0;19.0;1308.0;46.0;1470.0;1636;1515.0
3619;180.0;8F5C8067;502F0F5B;0.01;0.43;0.46;0.02;0.06;1.0;7.0;1.0;59.0;711.0;55.0;1470.0;1645;1515.0
3618;180.0;C67EC731;9C5F9BFA;0.01;0.38;0.42;0.0;0.02;1.0;1.0;4.0;33.0;674.0;57.0;1490.0;1665;1535.0
3617;180.0;6DEE7954;D139AB57;0.0;0.43;0.46;0.0;0.0;9.0;9.0;5.0;46.0;691.0;46.0;1481.0;1654;1526.0
3616;180.0;BEC9B856;D139AB57;0.01;0.58;0.62;0.0;0.0;8.0;9.0;14.0;26.0;559.0;55.0;1481.0;1657;1526.0
3615;180.0;20D8A39D;D139AB57;0.0;0.39;0.42;0.0;0.0;7.0;9.0;8.0;18.0;819.0;55.0;1481.0;1652;1526.0
3614;180.0;2FEF6212;D139AB57;0.0;0.43;0.45;0.0;0.0;6.0;9.0;1.0;58.0;296.0;55.0;1481.0;1654;1526.0
3613;180.0;97A9CC5E;DD4524C7;0.02;0.45;0.47;0.01;0.0;5.0;9.0;4.0;32.0;299.0;46.0;1480.0;1632;1515.0
